wnver::2.0
1740n 25507186.0973112691 ROOT
2056n 726595.352131822916
2342n 0
2452n 10
2560n 24.6666666666666667
2645n 3924014.30460221621
3009n 5647499.93397391009
3226n 5631782.42206914818
4358n 2
4483n 0
4609n 6391.99999999999953
4740n 0
4824n 9259.511904761905
5598n 5313743.334506629
6026n 5053813.84107228557
12748n 310502.547459280918
14510n 184959.070144724556
16236n 14021635.1104029565
17087n 332407.959038469704
17572n 2122055.05959653896
18827n 266462.604372506602
19244n 3893746.05881467042
20136n 22953.8047619047617
20333n 3428342.47768319871 ROOT
20486n 11021923.2123096527 ROOT
20729n 3081273.6421701007
21213n 97297.1673701298675
21668n 249770.668142968147
22625n 3298259.28688821789
23103n 414147.095537435443
23548n 296021.965151515138
23929n 2310.45833333333333
24197n 2
24304n 419.25
24568n 1619958.9155356898 ROOT
25950n 1404754.11732387234 ROOT
26194n 4380326.70932064052 ROOT
26769n 2819954.14379132406 ROOT
27371n 616277.359138846987 ROOT
27563n 2331299.3491805238
27929n 4019480.61690281992
28549n 3301707.28166112489
28764n 3297149.22451826775
29305n 4343981.16723618148
29881n 559610.796830476842 ROOT
30147n 5813.98076923077089
30242n 5226.88333333333325
30427n 2
30589n 422209.836690107289
31097n 99.5
31291n 101
31461n 71.1666666666666666
31742n 4
31905n 334612.062847691532
32426n 290.5
32510n 15
32620n 880.666666666666663
32816n 1228494.14384300342
33487n 2
33574n 14478.2261904761881
33885n 17.5
34175n 28
34333n 8051.40436507936547
34505n 229
34591n 2375.76388888888911
34839n 290.375
35034n 72.5
35210n 383.666666666666669
35372n 3788.64047619047636
35618n 79
35725n 0
35984n 3564.97380952380969
36142n 1830.5238095238097
36350n 4650.33333333333309
36630n 1569.52941176470614
36776n 2
36902n 243.333333333333332
37061n 52332.2608363858359
37473n 26593.8642857142882
37703n 767.571428571428558
37919n 46439.8666666666844
38274n 0
38353n 37297.3015151515141
38749n 7708.4999999999997
39042n 15079.2738095238096
39290n 44298.1314935064837
39595n 1466.98809523809524
39813n 2398.16666666666667
40040n 86
40235n 2
40371n 54304.9483483020249
40767n 461.500000000000009
41028n 8498.29920634920622
41298n 5528.93964646464635
41454n 938.736363636363643
41632n 24536.7144855144848
42128n 60
42216n 3038.39999999999961
42466n 0
42660n 59
42855n 2842.125
43051n 78
43161n 21097.5000000000026
43335n 8079.49999999999996
43484n 13806.6423076923074
43766n 329.666666666666667
43938n 4860.83333333333332
44113n 6057.20000000000011
44454n 56.3333333333333333
44639n 109.4
44745n 6.33333333333333333
44898n 3.5
45018n 449.5
45146n 836.30000000000002
45304n 3132.84615384615367
45593n 34.75
45801n 329.75
45977n 1718.84615384615363
46167n 276
46282n 1790.84615384615363
46475n 360
46615n 127.833333333333333
46802n 22.5
46987n 12
47142n 45.25
47236n 132
47414n 641.25
47580n 782.25
47871n 91
48100n 22.5
48177n 8389.16666666666752
48485n 7
48605n 7.5
48689n 932.833333333333329
48886n 93.5
48992n 3561.03333333333337
49341n 14
49496n 1378.50000000000001
49632n 244.333333333333333
49848n 1
50037n 0.5
50125n 378.833333333333334
50443n 0.5
50603n 2
50742n 1
50879n 352.5
51103n 543
51343n 0.5
51480n 1
51704n 273.500000000000002
51954n 0
52098n 50
52278n 894.70000000000003
52449n 460.25
52540n 1
52796n 46
53041n 26
53131n 228
53313n 472.333333333333338
53402n 11
53537n 5254.93964646464635
53901n 3138.1924242424241
54150n 188.799999999999998
54326n 2812.05909090909077
54502n 61.25
54669n 85.3333333333333334
54763n 588.733333333333357
54975n 157
55188n 203.5
55322n 0
55520n 20
55673n 202
55830n 116
55949n 498.25
56112n 0
56257n 5638.09999999999999
56451n 35
56576n 294.500000000000001
56792n 4970.09999999999998
56972n 2
57092n 338.5
57312n 0
57447n 34280.6968147865206
57655n 3029.125
57951n 136.5
58200n 187
58293n 29229.905148119854
58659n 4605.5
58792n 141
58991n 32.7777777777777778
59106n 3228.54920634920632
59391n 1080.65833333333328
59681n 4
59799n 244.333333333333332
59919n 945.5
60001n 46
60139n 1662.15808823529423
60419n 880.666666666666663
