wnver::2.0
1740n 356489.556513219619 ROOT
2056n 8920.93961981001455
2342n 1
2452n 2
2560n 2.66666666666666667
2645n 40689.2517451785668
3009n 108043.125355200355
3226n 107795.327736152736
4358n 1
4483n 1
4609n 77.642857142857143
4740n 1
4824n 168.154761904761905
5598n 95182.8466580804818
6026n 91522.4484979073216
12748n 8135.6758068728657
14510n 7345.73200280112045
16236n 196576.49566284323
17087n 4553.18399109060874
17572n 28546.4849840862612
18827n 3788.5018058738647
19244n 40599.9176792445008
20136n 227.836904761904762
20333n 43161.4187381370632 ROOT
20486n 95948.6250024424587 ROOT
20729n 34470.1665417223668
21213n 2071.89821428571429
21668n 6618.35398212898212
22625n 27046.6803393153826
23103n 2435.62801159064771
23548n 4021.13409090909091
23929n 19.9583333333333333
24197n 1
24304n 4
24568n 19987.9405279361162 ROOT
25950n 13495.5269666326461 ROOT
26194n 42250.4609518721081 ROOT
26769n 24577.58429296985 ROOT
27371n 4707.32140735704043 ROOT
27563n 25983.9683598045253
27929n 38839.7447397470151
28549n 33530.5668113157971
28764n 33507.32395417294
29305n 27008.5830156017369
29881n 5618.96470544612025 ROOT
30147n 56.3461538461538462
30242n 197.9
30427n 1
30589n 3695.31221050191639
31097n 6
31291n 1
31461n 1
31742n 1
31905n 3187.18996281496282
32426n 1.5
32510n 1
32620n 7.375
32816n 11915.1527528843705
33487n 1
33574n 83.4702380952380951
33885n 1
34175n 1
34333n 18.6595238095238095
34505n 1
34591n 4.5
34839n 1.5
35034n 1
35210n 1
35372n 12.1595238095238095
35618n 1
35725n 1
35984n 7.15952380952380952
36142n 2.30952380952380952
36350n 16
36630n 22.3529411764705882
36776n 1
36902n 1.33333333333333333
37061n 188.161996336996337
37473n 157.147619047619047
37703n 6.57142857142857143
37919n 884.166666666666668
38274n 1
38353n 334.093939393939394
38749n 57.3333333333333333
39042n 79.9142857142857143
39290n 224.433874458874459
39595n 9.77777777777777778
39813n 3.5
40040n 2
40235n 1
40371n 537.177258852258852
40767n 1
41028n 112.06031746031746
41298n 59.7143939393939394
41454n 18.2272727272727273
41632n 350.243131868131868
42128n 1
42216n 6.8
42466n 1
42660n 1
42855n 4.375
43051n 1
43161n 36.6666666666666667
43335n 46.25
43484n 92.0692307692307692
43766n 1
43938n 40.75
44113n 26.6333333333333333
